iter	RMSE
736	0.4971110256
737	0.4948682817
738	0.4945005519
739	0.4934001447
740	0.4924679139
741	0.4908540136
742	0.4890249709
743	0.4884512138
744	0.4880462508
745	0.4863809214
746	0.4841590934
747	0.4820566505
748	0.4799606367
749	0.4785613778
750	0.477587593
751	0.4763607173
752	0.4742978939
753	0.4724765654
754	0.4713676127
755	0.469685568
756	0.468171596
757	0.4657488016
758	0.4645423416
759	0.4632750215
760	0.4618691298
761	0.4613126685
762	0.4600329136
763	0.4584650174
764	0.4572714806
765	0.455132327
766	0.4523889602
767	0.4504285158
768	0.4491021742
769	0.4479795102
770	0.4458859357
771	0.4443301179
772	0.4432138672
773	0.4422722694
774	0.4406734278
775	0.4384022493
776	0.4364821558
777	0.4351084572
778	0.4346551825
779	0.4334369516
780	0.43132553
781	0.4304602828
782	0.428662319
783	0.4266601672
784	0.4251426084
785	0.4240701894
786	0.4230658575
787	0.4220545581
788	0.4206337809
789	0.4190689706
790	0.4169137756
791	0.4157171658
792	0.4137491397
793	0.4124813862
794	0.4115939826
795	0.4092953771
796	0.4081152614
797	0.407263046
798	0.4052416702
799	0.4038847249
800	0.4023845886
801	0.4005584077
802	0.3998143475
803	0.3993307524
804	0.3986849988
805	0.3972805138
806	0.3960939846
807	0.3944203583
808	0.3924577947
809	0.3910907301
810	0.3902461185
811	0.3896281127
812	0.3881671593
813	0.3869394085
814	0.3851771029
815	0.38440782
816	0.3835390638
817	0.3824415418
818	0.3816444301
819	0.3800223863
820	0.3780114498
821	0.376740505
822	0.3753925327
823	0.3740248445
824	0.3724220053
825	0.3709195834
826	0.3696107798
827	0.3686763806
828	0.3678924563
829	0.366109632
830	0.3647632347
831	0.3634056879
832	0.3619356565
833	0.3605083303
834	0.3590562858
835	0.3576289461
836	0.356567145
837	0.3555525244
838	0.3540159418
839	0.3527682625
840	0.3522081894
841	0.3510606632
842	0.3496682104
843	0.3493487175
844	0.3478453457
845	0.3466233831
846	0.345634847
847	0.3445442416
848	0.3433685733
849	0.3421487298
850	0.3409946383
851	0.3400831909
852	0.3388750101
853	0.3378512562
854	0.3373304795
855	0.3363578626
856	0.3349985995
857	0.334119917
858	0.3333149736
859	0.3326093857
860	0.3321568793
861	0.3310185499
862	0.3297463263
863	0.3284229753
864	0.3281549438
865	0.3271868755
866	0.3268805572
867	0.3261003803
868	0.3246917647
869	0.3234063002
870	0.3227638142
871	0.3218041273
872	0.3212529663
873	0.320274885
874	0.3194468361
875	0.3182423881
876	0.3172471488
877	0.3162773259
878	0.3158954351
879	0.3150891665
880	0.3135494412
881	0.3119652237
882	0.3111910766
883	0.310198645
884	0.3085434519
885	0.3076886296
886	0.3064966129
887	0.3061975913
888	0.3056790262
889	0.3049731619
890	0.3047112913
891	0.3043957734
892	0.3035789593
893	0.3031748339
894	0.3020538103
895	0.3007166612
896	0.3000874343
897	0.2994004521
898	0.2980327316
899	0.2972187176
900	0.2962325981
901	0.294974549
902	0.2940381646
903	0.2928274119
904	0.2925937555
905	0.2910801233
906	0.2897930822
907	0.2885352712
908	0.2877945366
909	0.286621573
910	0.2862662804
911	0.2850151609
912	0.2838070729
913	0.2832352414
914	0.2822568681
915	0.2812048377
916	0.2799688059
917	0.2788435742
918	0.2785358486
919	0.2777478039
920	0.2771845307
921	0.2766051478
922	0.2753297044
923	0.2745740009
924	0.2737621024
925	0.2733276933
926	0.2721391221
927	0.2712151925
928	0.2701230554
929	0.2690460555
930	0.2686301176
931	0.2673459483
932	0.2663446615
933	0.2655009405
934	0.2647315874
935	0.2631905668
936	0.2621522527
937	0.2619299515
938	0.261010548
939	0.2608191852
940	0.2602706305
941	0.2595859799
942	0.2593726679
943	0.2588900424
944	0.2578409479
945	0.2576459889
946	0.2566299916
947	0.2557666474
948	0.2543255106
949	0.2535086982
950	0.2525016389
951	0.2515357556
952	0.2507358156
953	0.2500329315
954	0.2497109354
955	0.2492842321
956	0.2485844613
957	0.247520645
958	0.2472205109
959	0.2465803584
960	0.2460771195
961	0.2454445479
962	0.2444419186
963	0.2441388171
964	0.2430729715
965	0.242759424
966	0.241760863
967	0.2412150961
968	0.2401733143
969	0.2391740731
970	0.2384307073
971	0.2377535645
972	0.236762179
973	0.2362058817
974	0.2355311896
975	0.2350765161
976	0.2343153282
977	0.2335358284
978	0.2321570314
979	0.2314472547
980	0.2305087773
981	0.2299226026
982	0.2292755734
983	0.2287492316
984	0.2280717985
985	0.2273698708
986	0.2264852561
987	0.2255538778
988	0.2247031796
989	0.2244250551
990	0.2233114487
991	0.2226865619
992	0.2223534124
993	0.2221470388
994	0.2219087345
995	0.2207419203
996	0.2204633677
997	0.2202322142
998	0.2192626025
999	0.218567462
1000	0.2182996294
1001	0.2177213093
1002	0.2173186708
1003	0.216701661
1004	0.2165449079
1005	0.2160727723
1006	0.2152595212
1007	0.2144656873
1008	0.2138916187
1009	0.2129574586
1010	0.2125893125
1011	0.2124104195
1012	0.21181802
1013	0.210749748
1014	0.2095859138
1015	0.2086372103
1016	0.207600225
1017	0.2073625465
1018	0.206715745
1019	0.2060117044
1020	0.205218231
1021	0.2049943598
1022	0.2042218524
1023	0.2036421033
1024	0.202944674
1025	0.2018760358
1026	0.2012530978
1027	0.2010729949
1028	0.1999372812
1029	0.1990320243
1030	0.1983078863
1031	0.1976768165
1032	0.1968395963
1033	0.1962059732
1034	0.1956464342
1035	0.1948149149
1036	0.1942132821
1037	0.1937476493
1038	0.1930875778
1039	0.1926951643
1040	0.1924675811
1041	0.1923019596
1042	0.1918576423
1043	0.1910812501
1044	0.1902524726
1045	0.1896619735
1046	0.1891687121
1047	0.1890166771
1048	0.1882001258
1049	0.1877093595
1050	0.1871345332
1051	0.1865209021
1052	0.1863777345
1053	0.1860005029
1054	0.1854641862
1055	0.1849730756
1056	0.1843532283
1057	0.184222566
1058	0.1838665721
1059	0.1837294416
1060	0.1835779018
1061	0.1828637325
1062	0.1821940274
1063	0.181792368
1064	0.1812453318
1065	0.1810263203
1066	0.1804916318
1067	0.1800929953
1068	0.1793517301
1069	0.1792348912
1070	0.1786996778
1071	0.1779050862
1072	0.1773538526
1073	0.1771273844
1074	0.176456093
1075	0.1757886109
1076	0.1751442695
1077	0.1744338841
1078	0.1738510662
1079	0.1737102085
1080	0.1729001915
1081	0.1724476472
1082	0.1719397625
1083	0.1714868012
1084	0.1709610446
1085	0.1706656379
1086	0.1702993567
1087	0.1697835491
1088	0.1692095982
1089	0.1686384973
1090	0.1679297674
1091	0.1677718008
1092	0.1674636296
1093	0.1672583318
1094	0.1669133371
1095	0.1661776866
1096	0.1655716281
1097	0.1649209213
1098	0.1643687042
1099	0.1638486327
1100	0.1632384804
1101	0.1626107506
1102	0.162288997
1103	0.1616589898
1104	0.1611187157
1105	0.1604045115
1106	0.159705016
1107	0.1592835073
1108	0.158730698
1109	0.1581278029
1110	0.1577027061
1111	0.1575292741
1112	0.1569011268
1113	0.156709676
1114	0.1560974505
1115	0.1557689641
1116	0.1553126627
1117	0.1549541846
1118	0.1547831929
1119	0.1545469931
1120	0.1540047228
1121	0.153466973
1122	0.1529593868
1123	0.1526298456
1124	0.1524719225
1125	0.1520088168
1126	0.1514654092
1127	0.1510093242
1128	0.1504193745
1129	0.1502570695
1130	0.1497182912
1131	0.1491588948
1132	0.1486003834
1133	0.1480470139
1134	0.1475444124
1135	0.1471590483
1136	0.1468519872
1137	0.1467200234
1138	0.1460829408
1139	0.1459586458
1140	0.1457521754
1141	0.1454752001
1142	0.1450004881
1143	0.1445159205
1144	0.1440951771
1145	0.1435896924
1146	0.1434019094
1147	0.1430871189
1148	0.1424933034
1149	0.1418823602
1150	0.1413320857
1151	0.1407863693
1152	0.1401805957
1153	0.1396471842
1154	0.1389420433
1155	0.1383319729
1156	0.1380369318
1157	0.1377181943
1158	0.1372334039
1159	0.1369731701
1160	0.1364522259
1161	0.1358430472
1162	0.1353525601
1163	0.1348679438
1164	0.1342108476
1165	0.1338751152
1166	0.1334894837
1167	0.1330370421
1168	0.1329041253
1169	0.1326298062
1170	0.1319848788
1171	0.131452428
1172	0.1308143816
1173	0.1303159891
1174	0.129877378
1175	0.1293519534
1176	0.1292462204
1177	0.1288061539
1178	0.1284271009
1179	0.1282984949
1180	0.1278280002
1181	0.1273497539
1182	0.126866562
1183	0.1264425258
1184	0.125998482
1185	0.1255053634
1186	0.1252644755
1187	0.125069225
1188	0.1244293347
1189	0.124206144
1190	0.1237600689
1191	0.1236432517
1192	0.123069449
1193	0.1226807688
1194	0.122307827
1195	0.1219430909
1196	0.1214606749
1197	0.1209384663
1198	0.1205601634
1199	0.1202811081
